id_venta,nro_transaccion,id_producto,fecha_venta,hora_venta,precio,cantidad,id_empleado,id_mesa
1420,1118,44,2024-06-25,20:48:00,8550,1,1,7
1421,1118,42,2024-06-25,20:48:00,10800,1,1,7
1422,1119,3,2024-06-25,20:51:00,8800,1,5,36
1423,1120,4,2024-06-25,21:28:00,10800,1,5,11
1424,1121,26,2024-06-25,21:37:00,8200,1,1,2
1425,1122,32,2024-06-25,21:40:00,10500,1,1,4
1426,1122,27,2024-06-25,21:40:00,7000,1,1,4
1427,1122,65,2024-06-25,21:40:00,950,1,1,4
1428,1123,12,2024-06-25,21:50:00,8800,1,5,25
1429,1124,46,2024-06-25,21:57:00,5950,1,5,25
1430,1124,32,2024-06-25,21:57:00,10500,1,5,25
1431,1125,66,2024-06-25,21:58:00,6500,1,1,21
1432,1125,70,2024-06-25,21:58:00,6500,1,1,21
1433,1126,23,2024-06-25,22:11:00,9800,1,5,11
1434,1126,15,2024-06-25,22:11:00,10500,1,5,11
1435,1126,22,2024-06-25,22:11:00,10500,1,5,11
1436,1126,8,2024-06-25,22:11:00,8500,1,5,11
1437,1126,28,2024-06-25,22:11:00,9000,1,5,11
1438,1127,52,2024-06-25,22:29:00,6500,3,5,36
1439,1128,3,2024-06-25,22:39:00,8800,1,3,0
1440,1129,11,2024-06-25,22:51:00,1800,1,1,21
1441,1130,62,2024-06-25,22:52:00,2500,1,1,21
