id_venta,nro_transaccion,id_producto,fecha_venta,hora_venta,precio,cantidad,id_empleado,id_mesa
842,573,23,2024-06-07,19:03:00,9800,1,8,77
843,574,7,2024-06-07,20:27:00,19500,1,2,36
844,575,10,2024-06-07,20:58:00,8800,1,4,4
845,576,63,2024-06-07,21:02:00,14000,1,6,49
846,577,23,2024-06-07,21:05:00,9800,2,6,11
847,577,15,2024-06-07,21:05:00,10500,1,6,11
848,577,8,2024-06-07,21:05:00,8500,1,6,11
849,577,52,2024-06-07,21:05:00,6500,1,6,11
850,578,3,2024-06-07,21:06:00,8800,1,6,17
851,579,3,2024-06-07,21:12:00,8800,1,6,48
852,580,49,2024-06-07,21:21:00,5700,1,4,7
853,581,21,2024-06-07,21:29:00,6150,1,5,78
854,582,32,2024-06-07,21:30:00,10500,1,4,7
855,582,28,2024-06-07,21:30:00,9000,1,4,7
856,583,47,2024-06-07,21:43:00,24500,1,6,10
857,584,39,2024-06-07,21:47:00,6500,1,6,9
858,585,58,2024-06-07,21:49:00,21500,1,4,1
859,586,28,2024-06-07,22:08:00,9000,1,4,7
860,587,12,2024-06-07,22:10:00,8800,1,2,29
861,587,23,2024-06-07,22:10:00,9800,2,2,29
862,588,30,2024-06-07,22:11:00,7800,1,4,2
863,589,4,2024-06-07,22:13:00,10800,1,6,20
864,589,3,2024-06-07,22:13:00,8800,1,6,20
865,590,54,2024-06-07,22:16:00,11000,1,4,22
866,591,7,2024-06-07,22:22:00,19500,1,6,12
867,592,36,2024-06-07,22:26:00,11500,1,4,6
868,593,30,2024-06-07,22:27:00,7800,1,2,26
869,594,43,2024-06-07,22:29:00,7000,1,6,15
870,595,3,2024-06-07,22:32:00,8800,1,4,32
871,596,39,2024-06-07,22:36:00,6500,1,6,14
872,596,41,2024-06-07,22:36:00,6250,1,6,14
873,597,4,2024-06-07,22:39:00,10800,1,4,25
874,597,67,2024-06-07,22:39:00,24200,1,4,25
875,598,4,2024-06-07,22:40:00,10800,1,6,20
876,599,15,2024-06-07,22:41:00,10500,1,2,40
877,599,32,2024-06-07,22:41:00,10500,1,2,40
878,599,22,2024-06-07,22:41:00,10500,1,2,40
879,600,3,2024-06-07,22:42:00,8800,1,6,47
880,601,12,2024-06-07,22:43:00,8800,1,6,18
881,602,51,2024-06-07,22:44:00,6500,1,2,35
882,602,66,2024-06-07,22:44:00,6500,1,2,35
883,602,24,2024-06-07,22:44:00,6500,1,2,35
884,603,22,2024-06-07,22:46:00,10500,1,2,34
885,604,3,2024-06-07,22:50:00,8800,1,6,20
886,605,41,2024-06-07,22:50:00,6250,1,4,23
887,605,15,2024-06-07,22:50:00,10500,1,4,23
888,606,54,2024-06-07,22:51:00,11000,1,2,33
889,607,54,2024-06-07,22:54:00,11000,1,6,115
890,608,3,2024-06-07,22:55:00,8800,1,2,42
891,608,23,2024-06-07,22:55:00,9800,1,2,42
892,608,32,2024-06-07,22:55:00,10500,1,2,42
893,608,41,2024-06-07,22:55:00,6250,1,2,42
894,609,43,2024-06-07,22:56:00,7000,2,4,4
895,610,47,2024-06-07,22:59:00,24500,1,2,37
896,611,4,2024-06-07,22:59:00,10800,1,2,39
897,612,12,2024-06-07,23:01:00,8800,1,2,28
898,613,17,2024-06-07,23:03:00,7000,1,4,1
899,614,44,2024-06-07,23:09:00,8550,1,2,39
900,615,59,2024-06-07,23:13:00,6500,1,6,20
901,616,15,2024-06-07,23:15:00,10500,1,6,109
902,616,1,2024-06-07,23:15:00,6500,1,6,109
903,617,11,2024-06-07,23:23:00,1800,2,2,29
904,618,19,2024-06-07,23:25:00,6000,1,4,0
905,619,43,2024-06-07,23:28:00,7000,1,4,6
906,620,35,2024-06-07,23:29:00,8000,1,6,17
907,620,16,2024-06-07,23:29:00,8500,1,6,17
908,621,3,2024-06-07,23:32:00,8800,1,4,0
909,622,12,2024-06-07,23:40:00,8800,1,6,46
910,623,53,2024-06-07,23:43:00,6500,1,4,22
911,624,31,2024-06-07,23:50:00,9300,1,4,4
912,625,12,2024-06-07,23:51:00,8800,1,2,29
913,626,22,2024-06-07,00:01:00,10500,1,6,8
914,626,38,2024-06-07,00:01:00,8500,1,6,8
915,627,29,2024-06-07,00:10:00,9700,1,4,10
916,628,12,2024-06-07,00:23:00,8800,1,8,77
917,629,55,2024-06-07,00:26:00,6800,1,6,9
918,629,34,2024-06-07,00:26:00,9500,1,6,9
919,630,10,2024-06-07,00:27:00,8800,1,6,14
920,631,54,2024-06-07,00:35:00,11000,1,4,2
921,632,4,2024-06-07,01:04:00,10800,1,2,37
922,633,42,2024-06-07,01:14:00,10800,1,2,37
