id_venta,nro_transaccion,id_producto,fecha_venta,hora_venta,precio,cantidad,id_empleado,id_mesa
1409,970,22,2024-06-20,20:33:00,10500,1,4,19
1410,971,8,2024-06-20,20:56:00,8500,1,7,1
1411,971,16,2024-06-20,20:56:00,8500,1,7,1
1412,971,24,2024-06-20,20:56:00,6500,1,7,1
1413,972,30,2024-06-20,20:58:00,7800,1,1,36
1414,973,27,2024-06-20,20:58:00,7000,1,7,78
1415,974,10,2024-06-20,21:10:00,8800,1,1,11
1416,975,5,2024-06-20,21:23:00,11000,1,4,20
1417,976,55,2024-06-20,21:29:00,6800,3,3,0
1418,976,3,2024-06-20,21:29:00,8800,1,3,0
1419,977,3,2024-06-20,21:47:00,8800,1,7,4
1420,978,3,2024-06-20,21:56:00,8800,1,1,37
1421,979,13,2024-06-20,21:59:00,2500,1,7,1
1422,979,11,2024-06-20,21:59:00,1800,1,7,1
1423,980,3,2024-06-20,22:00:00,8800,1,4,14
1424,981,48,2024-06-20,22:11:00,6500,1,3,0
1425,981,57,2024-06-20,22:11:00,8500,1,3,0
1426,982,19,2024-06-20,22:13:00,6000,1,7,7
1427,983,10,2024-06-20,22:16:00,8800,1,1,29
1428,983,12,2024-06-20,22:16:00,8800,1,1,29
1229,984,36,2024-06-20,22:21:00,11500,1,7,7
1230,984,23,2024-06-20,22:21:00,9800,1,7,7
1231,985,35,2024-06-20,22:30:00,8000,2,7,23
1232,986,8,2024-06-20,22:34:00,8500,1,4,13
1233,987,4,2024-06-20,22:36:00,10800,1,1,41
1234,987,37,2024-06-20,22:36:00,6250,1,1,41
1235,988,7,2024-06-20,22:37:00,19500,1,7,6
1236,989,41,2024-06-20,22:46:00,6250,1,1,48
1237,990,9,2024-06-20,22:52:00,8500,1,4,16
1238,990,37,2024-06-20,22:52:00,6250,1,4,16
1239,991,20,2024-06-20,00:40:00,24500,1,1,40
1240,992,22,2024-06-20,00:43:00,10500,1,4,13
1241,993,55,2024-06-20,00:51:00,6800,1,7,1
1242,993,3,2024-06-20,00:51:00,8800,1,7,1
1243,994,12,2024-06-20,00:55:00,8800,1,4,19
1244,995,9,2024-06-20,00:56:00,6650,1,8,78
1245,996,12,2024-06-20,01:08:00,8800,1,1,36
1246,997,7,2024-06-20,01:15:00,19500,1,1,11
