id_venta,nro_transaccion,id_producto,fecha_venta,hora_venta,precio,cantidad,id_empleado,id_mesa
750,511,29,2024-06-03,20:23:00,9700,1,2,2
751,512,28,2024-06-03,20:26:00,9000,1,5,37
752,512,38,2024-06-03,20:26:00,8500,1,5,37
753,513,3,2024-06-03,20:53:00,8800,1,5,17
754,514,11,2024-06-03,21:07:00,1800,1,2,2
755,515,22,2024-06-03,21:49:00,10500,1,2,14
756,516,12,2024-06-03,21:52:00,8800,1,5,4
757,517,3,2024-06-03,22:08:00,8800,1,2,6
758,518,3,2024-06-03,22:33:00,8800,1,5,26
759,518,30,2024-06-03,22:33:00,7800,1,5,26
760,518,43,2024-06-03,22:33:00,7000,1,5,26
761,518,21,2024-06-03,22:33:00,6150,1,5,26
762,519,35,2024-06-03,22:39:00,8000,2,5,11
763,519,15,2024-06-03,22:39:00,10500,1,5,11
764,519,32,2024-06-03,22:39:00,10500,1,5,11
765,519,46,2024-06-03,22:39:00,5950,1,5,11
766,520,12,2024-06-03,22:48:00,8800,1,2,1
767,520,23,2024-06-03,22:48:00,9800,1,2,1
768,520,15,2024-06-03,22:48:00,10500,1,2,1
