id_venta,nro_transaccion,id_producto,fecha_venta,hora_venta,precio,cantidad,id_empleado,id_mesa
1322,909,27,2024-06-18,20:31:00,7000,1,6,2
1323,910,60,2024-06-18,20:35:00,7350,1,6,19
1324,910,56,2024-06-18,20:35:00,7500,1,6,19
1325,910,18,2024-06-18,20:35:00,6500,1,6,19
1326,911,17,2024-06-18,20:59:00,7000,2,6,2
1327,912,30,2024-06-18,21:11:00,7800,1,5,4
1328,912,49,2024-06-18,21:11:00,5700,1,5,4
1329,912,21,2024-06-18,21:11:00,6150,1,5,4
1330,912,9,2024-06-18,21:11:00,6650,1,5,4
1331,913,30,2024-06-18,21:31:00,7800,1,6,25
1332,914,58,2024-06-18,22:15:00,21500,1,6,33
1333,915,24,2024-06-18,22:21:00,6500,1,5,7
1334,915,45,2024-06-18,22:21:00,7500,1,5,7
1335,916,29,2024-06-18,22:32:00,9700,1,6,11
1336,916,44,2024-06-18,22:32:00,8850,1,6,11
1337,916,28,2024-06-18,22:32:00,9000,1,6,11
1338,916,61,2024-06-18,22:32:00,2000,1,6,11
1339,917,22,2024-06-18,22:38:00,10500,1,5,1
1340,917,66,2024-06-18,22:38:00,6500,1,5,1
1341,918,35,2024-06-18,22:49:00,8000,1,5,2
1342,918,42,2024-06-18,22:49:00,10800,1,5,2
1343,919,13,2024-06-18,23:10:00,2500,2,6,25
1344,920,30,2024-06-18,23:44:00,7800,1,5,5
1345,921,1,2024-06-18,23:55:00,6500,1,6,26
1346,922,62,2024-06-18,00:00:00,2500,1,5,2
1347,923,13,2024-06-18,00:11:00,2500,1,5,7
