id_venta,nro_transaccion,id_producto,fecha_venta,hora_venta,precio,cantidad,id_empleado,id_mesa
1478,1152,20,2024-06-28,20:30:00,24500,1,6,4
1479,1153,47,2024-06-28,20:36:00,24500,1,6,4
1480,1153,58,2024-06-28,20:36:00,21500,1,6,4
1481,1154,12,2024-06-28,21:07:00,8800,1,2,11
1482,1155,23,2024-06-28,21:17:00,9800,1,3,0
1483,1156,12,2024-06-28,21:33:00,8800,1,7,40
1484,1157,20,2024-06-28,21:39:00,24500,1,2,17
1485,1158,55,2024-06-28,21:41:00,6800,1,7,40
1486,1158,23,2024-06-28,21:41:00,9800,1,7,40
1487,1159,12,2024-06-28,21:43:00,8800,1,6,25
1488,1159,41,2024-06-28,21:43:00,6250,1,6,25
1489,1159,9,2024-06-28,21:43:00,6650,1,6,25
1490,1160,30,2024-06-28,21:51:00,7800,1,2,20
1491,1160,9,2024-06-28,21:51:00,6650,1,2,20
1492,1161,1,2024-06-28,21:56:00,6500,1,6,2
1493,1161,37,2024-06-28,21:56:00,6250,1,6,2
1494,1162,22,2024-06-28,22:08:00,10500,3,6,26
1495,1163,7,2024-06-28,22:10:00,19500,1,6,7
1496,1163,60,2024-06-28,22:10:00,7350,1,6,7
1497,1164,20,2024-06-28,22:13:00,24500,1,2,14
1498,1165,47,2024-06-28,22:17:00,24500,1,6,6
1499,1166,12,2024-06-28,22:19:00,8800,1,6,1
1500,1167,4,2024-06-28,22:20:00,10800,1,2,8
1501,1167,15,2024-06-28,22:20:00,10500,1,2,8
1502,1168,30,2024-06-28,22:20:00,7800,1,2,19
1503,1169,56,2024-06-28,22:21:00,7500,1,3,0
1504,1170,20,2024-06-28,22:29:00,24500,1,2,13
1505,1171,3,2024-06-28,22:33:00,8800,1,7,42
1506,1171,31,2024-06-28,22:33:00,9300,1,7,42
1507,1172,3,2024-06-28,22:36:00,8800,1,2,12
1508,1173,20,2024-06-28,22:38:00,24500,1,6,22
1509,1174,54,2024-06-28,22:39:00,11000,1,7,30
1510,1174,36,2024-06-28,22:39:00,11500,1,7,30
1511,1175,3,2024-06-28,22:43:00,8800,1,7,34
1512,1175,30,2024-06-28,22:43:00,7800,1,7,34
1513,1175,12,2024-06-28,22:43:00,8800,1,7,34
1514,1176,61,2024-06-28,22:44:00,2000,1,2,10
1515,1176,39,2024-06-28,22:44:00,6500,1,2,10
1516,1177,4,2024-06-28,22:47:00,10800,1,2,11
1517,1177,9,2024-06-28,22:47:00,6650,1,2,11
1518,1177,53,2024-06-28,22:47:00,6500,1,2,11
1519,1177,28,2024-06-28,22:47:00,9000,1,2,11
1520,1178,7,2024-06-28,22:49:00,19500,1,6,1
1521,1179,42,2024-06-28,22:53:00,10800,1,7,34
1522,1179,43,2024-06-28,22:53:00,7000,1,7,34
1523,1180,23,2024-06-28,22:54:00,9800,4,7,36
1524,1180,60,2024-06-28,22:54:00,7350,1,7,36
1525,1181,3,2024-06-28,22:56:00,8800,1,2,16
1526,1182,8,2024-06-28,23:04:00,8500,1,7,39
1527,1183,20,2024-06-28,23:04:00,24500,1,5,77
1528,1184,9,2024-06-28,23:09:00,6650,1,2,19
1529,1184,21,2024-06-28,23:09:00,6150,1,2,19
1530,1185,47,2024-06-28,23:17:00,24500,1,6,22
1531,1186,4,2024-06-28,23:21:00,10800,1,6,37
1532,1186,42,2024-06-28,23:21:00,10800,1,6,37
1533,1187,29,2024-06-28,23:21:00,9700,1,2,20
1534,1188,58,2024-06-28,23:22:00,24500,1,7,41
1535,1189,7,2024-06-28,23:22:00,19500,1,7,42
1536,1190,28,2024-06-28,23:23:00,9000,2,7,40
1537,1191,13,2024-06-28,23:26:00,2500,1,6,6
1538,1192,36,2024-06-28,23:40:00,11500,1,7,32
1539,1192,23,2024-06-28,23:40:00,9800,1,7,32
1540,1192,32,2024-06-28,23:40:00,10500,1,7,32
1541,1193,4,2024-06-28,00:00:00,10800,1,2,10
1542,1194,29,2024-06-28,00:02:00,9700,1,6,6
1543,1194,51,2024-06-28,00:02:00,6500,1,6,6
1544,1195,13,2024-06-28,00:05:00,2500,1,7,34
1545,1196,4,2024-06-28,00:16:00,10800,1,2,17
1546,1196,29,2024-06-28,00:16:00,9700,1,2,17
1547,1197,36,2024-06-28,00:23:00,11500,1,6,4
1548,1198,59,2024-06-28,00:26:00,6500,1,7,37
1549,1198,60,2024-06-28,00:26:00,7350,1,7,37
1550,1199,13,2024-06-28,00:26:00,2500,1,7,40
1551,1200,30,2024-06-28,00:39:00,7800,1,2,19
1552,1201,15,2024-06-28,00:43:00,10500,2,2,19
1553,1202,13,2024-06-28,00:45:00,2500,9,7,34
1554,1203,8,2024-06-28,00:50:00,8500,1,7,30
1555,1204,4,2024-06-28,00:51:00,10800,1,6,78
1556,1205,23,2024-06-28,00:52:00,9800,2,6,78
1557,1206,15,2024-06-28,00:55:00,10500,1,6,25
1558,1207,36,2024-06-28,00:57:00,11500,1,2,20
1559,1207,16,2024-06-28,00:57:00,8500,1,2,20
1560,1207,8,2024-06-28,00:57:00,8500,1,2,20
1561,1208,7,2024-06-28,01:07:00,19500,1,2,13
1562,1209,52,2024-06-28,01:20:00,6500,1,2,20
1563,1210,19,2024-06-28,01:25:00,6000,1,6,23
