id_venta,nro_transaccion,id_producto,fecha_venta,hora_venta,precio,cantidad,id_empleado,id_mesa
787,533,20,2024-06-05,20:09:00,24500,1,5,77
788,534,32,2024-06-05,20:29:00,10500,1,2,15
789,534,34,2024-06-05,20:29:00,9500,1,2,15
790,535,45,2024-06-05,20:47:00,7500,1,6,2
791,535,48,2024-06-05,20:47:00,6500,1,6,2
792,536,12,2024-06-05,21:12:00,8800,1,6,19
793,537,12,2024-06-05,21:23:00,8800,2,10,0
794,538,23,2024-06-05,21:38:00,9800,2,6,1
795,538,45,2024-06-05,21:38:00,7500,1,6,1
796,539,4,2024-06-05,21:48:00,10800,1,2,10
797,539,38,2024-06-05,21:48:00,8500,1,2,10
798,540,3,2024-06-05,21:52:00,8800,1,2,6
799,541,56,2024-06-05,21:56:00,7500,1,3,0
800,542,19,2024-06-05,21:57:00,6000,1,6,13
801,543,13,2024-06-05,21:59:00,2500,1,2,15
802,543,40,2024-06-05,21:59:00,1800,1,2,15
803,544,35,2024-06-05,22:05:00,8000,1,6,7
804,545,21,2024-06-05,22:07:00,6150,2,2,36
805,545,9,2024-06-05,22:07:00,6650,3,2,36
806,545,7,2024-06-05,22:07:00,19500,1,2,36
807,545,36,2024-06-05,22:07:00,11500,2,2,36
808,546,30,2024-06-05,22:09:00,7800,1,6,4
809,547,30,2024-06-05,22:10:00,7800,1,2,2
810,548,58,2024-06-05,22:42:00,21500,1,6,20
811,549,54,2024-06-05,23:19:00,11000,1,6,8
812,549,35,2024-06-05,23:19:00,8000,1,6,8
813,550,13,2024-06-05,23:33:00,2500,1,6,20
