id_venta,nro_transaccion,id_producto,fecha_venta,hora_venta,precio,cantidad,id_empleado,id_mesa
923,634,30,2024-06-08,19:27:00,7800,1,4,11
924,635,27,2024-06-08,20:13:00,7000,1,4,2
925,636,54,2024-06-08,20:39:00,11000,1,2,46
926,637,12,2024-06-08,20:41:00,8800,1,4,2
927,637,37,2024-06-08,20:41:00,6250,1,4,2
928,638,3,2024-06-08,20:53:00,8800,1,2,77
929,639,17,2024-06-08,21:07:00,7000,1,2,20
930,639,36,2024-06-08,21:07:00,11500,1,2,20
931,640,36,2024-06-08,21:18:00,11500,1,4,7
932,640,7,2024-06-08,21:18:00,19500,1,4,7
933,641,56,2024-06-08,21:23:00,7500,1,3,0
934,641,15,2024-06-08,21:23:00,10500,1,3,0
935,641,55,2024-06-08,21:23:00,6800,1,3,0
936,642,17,2024-06-08,21:25:00,7000,1,4,10
937,642,34,2024-06-08,21:25:00,9500,1,4,10
938,643,20,2024-06-08,21:26:00,24500,1,6,46
939,643,7,2024-06-08,21:26:00,19500,1,6,46
940,644,10,2024-06-08,21:31:00,8800,1,2,19
941,645,39,2024-06-08,21:33:00,6500,1,4,4
942,645,21,2024-06-08,21:33:00,6150,1,4,4
943,645,36,2024-06-08,21:33:00,11500,1,4,4
944,646,49,2024-06-08,21:42:00,5700,1,11,78
945,647,1,2024-06-08,21:49:00,6500,1,4,6
946,648,3,2024-06-08,21:55:00,8800,1,5,79
947,648,20,2024-06-08,21:55:00,24500,1,5,79
948,649,3,2024-06-08,21:56:00,8800,1,4,1
949,650,28,2024-06-08,22:00:00,9000,1,2,17
950,650,22,2024-06-08,22:00:00,10500,1,2,17
951,651,23,2024-06-08,22:05:00,9800,1,4,9
952,651,10,2024-06-08,22:05:00,8800,1,4,9
953,652,12,2024-06-08,22:11:00,8800,1,5,22
954,653,14,2024-06-08,22:13:00,24500,1,4,2
955,654,3,2024-06-08,22:16:00,8800,1,6,40
956,654,67,2024-06-08,22:16:00,24200,1,6,40
957,655,37,2024-06-08,22:16:00,6250,1,4,8
958,655,7,2024-06-08,22:16:00,19500,1,4,8
959,656,19,2024-06-08,22:20:00,6000,1,2,115
960,657,33,2024-06-08,22:25:00,8200,1,2,12
961,657,18,2024-06-08,22:25:00,6500,1,2,12
962,658,4,2024-06-08,22:26:00,10800,1,2,14
963,659,32,2024-06-08,22:29:00,10500,1,5,26
964,659,18,2024-06-08,22:29:00,6500,1,5,26
965,660,48,2024-06-08,22:38:00,6500,1,5,31
966,660,10,2024-06-08,22:38:00,8800,1,5,31
967,661,46,2024-06-08,22:43:00,5950,1,5,25
968,661,41,2024-06-08,22:43:00,6250,1,5,25
969,661,9,2024-06-08,22:43:00,6650,1,5,25
970,662,12,2024-06-08,22:43:00,8800,1,4,11
971,663,3,2024-06-08,22:45:00,8800,1,6,40
972,664,20,2024-06-08,22:50:00,24500,1,2,15
973,665,15,2024-06-08,22:50:00,10500,1,6,37
974,665,3,2024-06-08,22:50:00,8800,1,6,37
975,665,18,2024-06-08,22:50:00,6500,1,6,37
976,666,20,2024-06-08,22:57:00,24500,1,4,7
977,667,7,2024-06-08,23:00:00,19500,1,2,20
978,668,22,2024-06-08,23:02:00,10500,1,6,33
979,668,28,2024-06-08,23:02:00,9000,1,6,33
980,669,22,2024-06-08,23:03:00,10500,1,5,23
981,669,17,2024-06-08,23:03:00,7000,1,5,23
982,670,36,2024-06-08,23:03:00,11500,1,6,39
983,671,12,2024-06-08,23:07:00,8800,1,4,10
984,672,3,2024-06-08,23:16:00,8800,1,5,28
985,673,24,2024-06-08,23:20:00,6500,1,2,14
986,674,48,2024-06-08,23:20:00,6500,1,2,14
987,675,16,2024-06-08,23:34:00,8500,2,4,4
988,676,3,2024-06-08,23:38:00,8800,1,2,17
989,677,3,2024-06-08,23:40:00,8800,1,4,9
990,678,19,2024-06-08,23:40:00,6000,1,4,0
991,679,3,2024-06-08,23:44:00,8800,1,3,0
992,680,6,2024-06-08,23:57:00,10400,1,6,8
993,680,9,2024-06-08,23:57:00,6650,1,6,8
994,681,8,2024-06-08,23:58:00,8500,1,2,47
995,681,28,2024-06-08,23:58:00,9000,1,2,47
996,682,36,2024-06-08,00:02:00,11500,1,2,19
997,683,9,2024-06-08,00:08:00,6650,1,2,19
998,684,32,2024-06-08,00:09:00,10500,1,4,11
999,684,34,2024-06-08,00:09:00,9500,1,4,11
1000,685,12,2024-06-08,00:11:00,8800,1,5,48
1001,686,23,2024-06-08,00:15:00,9800,1,2,12
1002,687,41,2024-06-08,00:20:00,6250,1,6,33
1003,687,28,2024-06-08,00:20:00,9000,1,6,33
1004,688,7,2024-06-08,00:36:00,19500,1,5,24
1005,688,61,2024-06-08,00:36:00,2000,1,5,24
1006,689,3,2024-06-08,00:36:00,8800,1,2,114
1007,690,19,2024-06-08,00:53:00,6000,1,4,77
1008,691,55,2024-06-08,00:55:00,6800,1,2,12
1009,692,57,2024-06-08,01:01:00,8500,1,6,36
1010,692,66,2024-06-08,01:01:00,6500,1,6,36
1011,693,36,2024-06-08,01:14:00,11500,1,6,2
1012,693,35,2024-06-08,01:14:00,8000,1,6,2
1013,694,19,2024-06-08,01:15:00,6000,1,4,6
