id_venta,nro_transaccion,id_producto,fecha_venta,hora_venta,precio,cantidad,id_empleado,id_mesa
717,491,9,2024-06-02,20:01:00,6650,1,5,10
718,492,5,2024-06-02,20:38:00,11000,1,5,2
719,493,36,2024-06-02,20:42:00,11500,1,7,4
720,493,39,2024-06-02,20:42:00,6500,1,7,4
721,494,30,2024-06-02,20:52:00,7800,1,7,1
722,494,44,2024-06-02,20:52:00,8550,1,7,1
723,495,23,2024-06-02,21:08:00,9800,1,5,29
724,495,4,2024-06-02,21:08:00,10800,1,5,29
725,496,19,2024-06-02,21:10:00,6000,1,7,9
726,496,22,2024-06-02,21:10:00,10500,1,7,9
727,497,58,2024-06-02,21:17:00,21500,1,5,28
728,498,8,2024-06-02,21:34:00,8500,1,7,8
729,499,51,2024-06-02,21:35:00,6500,1,5,36
730,499,24,2024-06-02,21:35:00,6500,1,5,36
731,500,30,2024-06-02,21:50:00,7800,1,7,18
732,501,23,2024-06-02,21:54:00,9800,1,5,31
733,501,35,2024-06-02,21:54:00,8000,1,5,31
734,501,28,2024-06-02,21:54:00,9000,2,5,31
735,501,46,2024-06-02,21:54:00,5850,1,5,31
736,502,47,2024-06-02,21:55:00,24500,1,7,7
737,503,15,2024-06-02,21:58:00,10500,1,7,17
738,504,12,2024-06-02,22:46:00,8800,1,5 12
739,505,48,2024-06-02,23:11:00,6500,1,5,25
740,505,53,2024-06-02,23:11:00,6500,1,5,25
741,505,59,2024-06-02,23:11:00,6500,1,5,25
742,506,32,2024-06-02,23:21:00,10500,1,7,20
743,507,48,2024-06-02,23:28:00,6500,1,3,0
744,508,36,2024-06-02,23:36:00,11500,1,5,22
745,509,3,2024-06-02,23:39:00,8800,1,7,14
746,510,36,2024-06-02,23:52:00,11500,1,5,11
747,510,27,2024-06-02,23:52:00,7000,1,5,11
748,510,42,2024-06-02,23:52:00,10800,1,5,11
749,510,35,2024-06-02,23:52:00,8000,1,5,11
