id_venta,nro_transaccion,id_producto,fecha_venta,hora_venta,precio,cantidad,id_empleado,id_mesa
1247,998,4,2024-06-21,19:59:00,10800,1,10,1
1248,999,56,2024-06-21,20:31:00,7500,1,6,6
1249,999,17,2024-06-21,20:31:00,7000,1,6,6
1250,1000,42,2024-06-21,20:50:00,6250,1,4,19
1251,1000,3,2024-06-21,20:50:00,8800,1,4,19
1252,1001,8,2024-06-21,21:15:00,8500,2,6,8
1253,1002,22,2024-06-21,21:22:00,10500,1,6,4
1254,1002,29,2024-06-21,21:22:00,9700,1,6,4
1255,1003,19,2024-06-21,21:32:00,6000,1,2,23
1256,1004,52,2024-06-21,21:32:00,6500,1,3,0
1257,1005,28,2024-06-21,21:34:00,9000,1,2,31
1258,1006,1,2024-06-21,21:40:00,6500,1,4,17
1259,1007,20,2024-06-21,21:51:00,24500,1,4,17
1260,1008,19,2024-06-21,21:54:00,6000,1,1,36
1261,1009,19,2024-06-21,21:55:00,6000,1,6,2
1266,1010,37,2024-06-21,22:08:00,6250,1,1,36
1267,1011,36,2024-06-21,22:08:00,11500,1,6,1
1268,1012,7,2024-06-21,22:19:00,24500,1,1,42
1269,1013,4,2024-06-21,22:24:00,10800,1,4,19
1270,1014,36,2024-06-21,22:31:00,11500,2,4,19
1271,1015,39,2024-06-21,22:31:00,6500,1,1,40
1272,1016,6,2024-06-21,22:33:00,10400,1,2,22
1273,1016,34,2024-06-21,22:33:00,9500,1,2,22
1274,1017,61,2024-06-21,22:34:00,2000,1,6,10
1275,1017,28,2024-06-21,22:34:00,9000,1,6,10
1276,1018,23,2024-06-21,22:35:00,9800,1,4,20
1277,1019,30,2024-06-21,22:40:00,7800,1,6,7
1278,1019,46,2024-06-21,22:40:00,5950,1,6,7
1279,1019,9,2024-06-21,22:40:00,6650,1,6,7
1280,1020,6,2024-06-21,22:41:00,10400,1,4,14
1281,1020,8,2024-06-21,22:41:00,8500,1,4,14
1282,1021,10,2024-06-21,22:43:00,8800,1,6,6
1283,1022,47,2024-06-21,22:54:00,24500,1,1,41
1284,1023,36,2024-06-21,23:02:00,11500,1,4,14
1285,1024,35,2024-06-21,23:06:00,8000,1,2,26
1286,1024,42,2024-06-21,23:06:00,10800,1,2,26
1287,1024,32,2024-06-21,23:06:00,10500,1,2,26
1288,1024,64,2024-06-21,23:06:00,8500,1,2,26
1289,1025,15,2024-06-21,23:09:00,10500,1,4,13
1290,1026,49,2024-06-21,23:09:00,5700,1,6,1
1291,1027,36,2024-06-21,23:11:00,11500,1,4,19
1292,1028,3,2024-06-21,23:14:00,8800,1,3,0
1293,1029,1,2024-06-21,23:14:00,6500,1,2,25
1294,1029,25,2024-06-21,23:14:00,16250,1,2,25
1295,1029,50,2024-06-21,23:14:00,13200,1,2,25
1296,1030,46,2024-06-21,23:18:00,5950,1,1,40
1297,1031,8,2024-06-21,23:19:00,8500,1,1,40
1298,1032,30,2024-06-21,23:23:00,7800,1,2,28
1299,1032,46,2024-06-21,23:23:00,5950,1,2,28
1300,1033,12,2024-06-21,23:27:00,8800,1,1,37
1301,1033,20,2024-06-21,23:27:00,24500,1,1,37
1302,1033,67,2024-06-21,23:27:00,24200,1,1,37
1303,1034,22,2024-06-21,23:28:00,10500,1,6,11
1304,1035,45,2024-06-21,23:29:00,7500,1,2,32
1305,1035,17,2024-06-21,23:29:00,7000,1,2,32
1306,1036,4,2024-06-21,23:32:00,10800,1,1,34
1307,1036,46,2024-06-21,23:32:00,5950,1,1,34
1308,1037,14,2024-06-21,23:32:00,24500,1,6,4
1309,1038,13,2024-06-21,23:38:00,2500,1,4,17
1310,1038,40,2024-06-21,23:38:00,1800,1,4,17
1311,1039,7,2024-06-21,23:45:00,19500,1,2,30
1312,1040,36,2024-06-21,23:47:00,11500,1,1,39
1313,1041,50,2024-06-21,23:58:00,13200,1,6,10
1314,1041,27,2024-06-21,23:58:00,7000,1,6,10
1315,1042,62,2024-06-21,00:13:00,2500,1,6,1
1316,1043,13,2024-06-21,00:16:00,2500,1,4,20
1317,1044,23,2024-06-21,00:16:00,9800,3,2,29
1318,1044,55,2024-06-21,00:16:00,6800,1,2,29
1319,1045,13,2024-06-21,00:24:00,2500,1,4,9
1320,1046,32,2024-06-21,00:44:00,10500,1,4,19
1321,1046,29,2024-06-21,00:44:00,9700,1,4,19
1322,1047,19,2024-06-21,00:48:00,6000,1,2,31
1323,1048,13,2024-06-21,01:21:00,2500,1,6,11
