id_venta,nro_transaccion,id_producto,fecha_venta,hora_venta,precio,cantidad,id_empleado,id_mesa
1099,754,48,2024-06-13,20:07:00,6500,1,10,0
1100,754,3,2024-06-13,20:07:00,8800,1,10,0
1101,754,7,2024-06-13,20:07:00,19500,1,10,0
1102,755,24,2024-06-13,20:43:00,6500,1,1,18
1103,755,53,2024-06-13,20:43:00,6500,1,1,18
1104,756,19,2024-06-13,21:20:00,6000,1,6,10
1105,756,9,2024-06-13,21:20:00,6650,1,6,10
1106,757,30,2024-06-13,21:27:00,7800,1,4,22
1107,758,20,2024-06-13,21:29:00,24500,1,1,36
1108,759,7,2024-06-13,21:30:00,19500,1,4,11
1109,760,54,2024-06-13,21:33:00,11000,1,6,17
1110,761,20,2024-06-13,22:02:00,24500,1,6,4
1111,762,4,2024-06-13,22:28:00,10800,1,4,7
1112,763,24,2024-06-13,22:45:00,6500,1,1,34
1113,763,55,2024-06-13,22:45:00,6800,1,1,34
1114,764,36,2024-06-13,23:07:00,11500,1,4,7
1115,765,23,2024-06-13,23:14:00,9800,2,6,1
1116,766,1,2024-06-13,23:54:00,6500,1,1,32
1117,767,48,2024-06-13,00:26:00,6500,4,1,32
1118,768,23,2024-06-13,00:40:00,9800,1,1,32
