id_venta,nro_transaccion,id_producto,fecha_venta,hora_venta,precio,cantidad,id_empleado,id_mesa
267,179,60,2024-05-21,20:05:00,7350,1,4,19
268,179,16,2024-05-21,20:05:00,8500,1,4,19
269,179,8,2024-05-21,20:05:00,8500,1,4,19
270,179,28,2024-05-21,20:05:00,9000,1,4,19
271,180,4,2024-05-21,20:48:00,10800,1,6,1
272,180,54,2024-05-21,20:48:00,11000,1,6,1
273,180,19,2024-05-21,20:48:00,6000,1,6,1
274,180,58,2024-05-21,20:48:00,21500,1,6,1
275,181,42,2024-05-21,20:59:00,10800,1,4,6
276,181,15,2024-05-21,20:59:00,10500,1,4,6
277,181,52,2024-05-21,20:59:00,6500,1,4,6
278,182,55,2024-05-21,21:03:00,6800,1,3,0
279,183,45,2024-05-21,21:07:00,7500,1,6,11
280,183,32,2024-05-21,21:07:00,10500,2,6,11
281,183,29,2024-05-21,21:07:00,9300,1,6,11
282,183,42,2024-05-21,21:07:00,10800,1,6,11
283,183,54,2024-05-21,21:07:00,11000,1,6,11
284,184,19,2024-05-21,21:08:00,6000,1,6,11
285,185,19,2024-05-21,21:09:00,6000,1,4,4
286,186,4,2024-05-21,21:15:00,10400,1,6,36
287,187,14,2024-05-21,21:19:00,24500,1,6,36
288,187,20,2024-05-21,21:19:00,24500,1,6,36
289,188,58,2024-05-21,21:22:00,21500,1,4,17
290,189,28,2024-05-21,21:27:00,9000,2,6,30
291,189,16,2024-05-21,21:27:00,8500,1,6,30
292,189,42,2024-05-21,21:27:00,10800,1,6,36
293,190,39,2024-05-21,21:57:00,6500,1,6,14
294,190,35,2024-05-21,21:57:00,8000,1,6,14
295,191,3,2024-05-21,22:04:00,8800,1,4,25
296,192,12,2024-05-21,22:04:00,8800,1,6,7
297,192,34,2024-05-21,22:04:00,9500,1,6,7
298,193,1,2024-05-21,22:04:00,6500,1,4,15
299,194,20,2024-05-21,22:05:00,24500,1,6,20
300,194,58,2024-05-21,22:05:00,21500,1,6,20
301,195,32,2024-05-21,22:06:00,10500,1,4,8
302,196,23,2024-05-21,22:07:00,9800,1,3,0
303,197,61,2024-05-21,22:23:00,2000,1,4,12
304,198,31,2024-05-21,22:27:00,9300,1,6,14
305,198,37,2024-05-21,22:37:00,6250,2,6,14
306,199,23,2024-05-21,22:37:00,9800,2,4,25
307,200,32,2024-05-21,22:39:00,10500,1,4,16
308,201,23,2024-05-21,22:41:00,9800,1,4,25
309,202,32,2024-05-21,22.46:00,10500,1,4,12
310,203,15,2024-05-21,23:07:00,10500,2,4,2
311,204,19,2024-05-21,23:28:00,6000,1,4,2
312,205,3,2024-05-21,23:44:00,8800,1,4,19
313,206,42,2024-05-21,23:58:00,10800,1,5,77
