id_venta,nro_transaccion,id_producto,fecha_venta,hora_venta,precio,cantidad,id_empleado,id_mesa
1788,1275,54,2024-07-06,20:18:00,11000,1,2,4
1789,1276,27,2024-07-06,20:46:00,7000,1,2,2
1790,1276,60,2024-07-06,20:46:00,7350,1,2,2
1791,1277,4,2024-07-06,21:14:00,10800,1,2,11
1792,1278,60,2024-07-06,21:14:00,7350,1,2,2
1793,1279,31,2024-07-06,21:28:00,9300,1,4,17
1794,1280,59,2024-07-06,21:35:00,6500,1,4,19
1795,1280,45,2024-07-06,21:35:00,7500,1,4,19
1796,1281,3,2024-07-06,21:57:00,8800,1,2,7
1797,1282,23,2024-07-06,21:59:00,9800,1,2,10
1798,1282,69,2024-07-06,21:59:00,2000,1,2,10
1799,1283,10,2024-07-06,22:00:00,8800,1,2,1
1800,1284,4,2024-07-06,22:01:00,10800,1,4,20
1801,1284,37,2024-07-06,22:01:00,6250,1,4,20
1802,1285,10,2024-07-06,22:11:00,8800,1,2,8
1803,1286,41,2024-07-06,22:12:00,6250,1,7,37
1804,1286,21,2024-07-06,22:12:00,6150,1,7,37
1805,1286,19,2024-07-06,22:12:00,6000,1,7,37
1806,1287,30,2024-07-06,22:14:00,7800,1,4,17
1807,1287,4,2024-07-06,22:14:00,10800,1,4,17
1808,1288,16,2024-07-06,22:15:00,8500,2,2,6
1809,1289,54,2024-07-06,22:22:00,11000,1,1,25
1810,1289,6,2024-07-06,22:22:00,10400,1,1,25
1811,1290,36,2024-07-06,22:23:00,11500,1,1,26
1812,1291,17,2024-07-06,22:27:00,7000,1,3,0
1813,1291,57,2024-07-06,22:27:00,8500,1,3,0
1814,1291,45,2024-07-06,22:27:00,7500,1,3,0
1815,1292,19,2024-07-06,22:31:00,6000,1,2,4
1816,1293,3,2024-07-06,22:37:00,8800,1,7,40
1817,1293,12,2024-07-06,22:37:00,8800,1,7,40
1818,1293,23,2024-07-06,22:37:00,9800,2,7,40
1819,1294,4,2024-07-06,22:39:00,10800,1,4,14
1820,1294,15,2024-07-06,22:39:00,10500,1,4,14
1821,1295,19,2024-07-06,22:39:00,6000,1,2,2
1822,1296,3,2024-07-06,22:40:00,8800,1,3,0
1823,1297,36,2024-07-06,22:40:00,11500,1,1,26
1824,1298,47,2024-07-06,22:43:00,24500,1,7,34
1825,1299,12,2024-07-06,22:44:00,8800,1,4,13
1826,1300,39,2024-07-06,22:45:00,6500,1,7,36
1827,1301,21,2024-07-06,22:46:00,6150,1,2,2
1828,1301,22,2024-07-06,22:46:00,10500,1,2,2
1829,1302,7,2024-07-06,22:52:00,24500,1,4,16
1830,1303,38,2024-07-06,22:54:00,8500,1,1,31
1831,1303,28,2024-07-06,22:54:00,9000,1,1,31
1832,1304,12,2024-07-06,22:55:00,8800,1,7,41
1833,1305,27,2024-07-06,22:58:00,7000,1,4,0
1834,1306,47,2024-07-06,23:06:00,24500,1,7,39
1835,1307,60,2024-07-06,23:15:00,7350,1,7,33
1836,1308,33,2024-07-06,23:15:00,8200,1,3,0
1837,1309,40,2024-07-06,23:16:00,1800,2,4,14
1838,1310,9,2024-07-06,23:16:00,6650,1,1,23
1839,1311,3,2024-07-06,23:18:00,8800,1,3,0
1840,1311,23,2024-07-06,23:18:00,9800,1,3,0
1841,1312,10,2024-07-06,23:23:00,8800,1,1,22
1842,1313,19,2024-07-06,23:26:00,6000,1,1,32
1843,1314,19,2024-07-06,23:33:00,6000,1,1,25
1844,1314,47,2024-07-06,23:33:00,24500,1,1,25
1845,1314,20,2024-07-06,23:33:00,24500,1,1,25
1846,1315,12,2024-07-06,23:44:00,8800,1,1,29
1847,1315,1,2024-07-06,23:44:00,6500,1,1,29
1848,1315,66,2024-07-06,23:44:00,6500,1,1,29
1849,1315,53,2024-07-06,23:44:00,6500,2,1,29
1850,1316,40,2024-07-06,23:56:00,1800,2,4,16
1851,1317,23,2024-07-06,23:57:00,9800,1,4,17
1852,1318,54,2024-07-06,00:03:00,11000,1,2,4
1853,1319,13,2024-07-06,00:21:00,2500,1,5,80
1854,1320,3,2024-07-06,00:24:00,8800,1,7,37
1855,1321,3,2024-07-06,00:28:00,8800,1,2,8
1856,1321,32,2024-07-06,00:28:00,10500,1,2,8
1857,1322,19,2024-07-06,00:36:00,6000,1,2,10
1858,1323,39,2024-07-06,00:39:00,6500,1,4,17
1859,1324,20,2024-07-06,00:49:00,24500,1,4,14
1860,1324,19,2024-07-06,00:59:00,6000,1,7,39
1861,1325,55,2024-07-06,01:02:00,6800,4,1,32
