id_venta,nro_transaccion,id_producto,fecha_venta,hora_venta,precio,cantidad,id_empleado,id_mesa
1624,1252,71,2024-07-01,19:54:00,6500,1,5,20
1625,1253,55,2024-07-01,19:57:00,6800,1,3,0
1626,1254,19,2024-07-01,20:24:00,6000,1,2,11
1627,1255,12,2024-07-01,20:48:00,8800,1,5,6
1628,1256,71,2024-07-01,21:10:00,6500,1,2,14
1629,1257,23,2024-07-01,21:54:00,9800,1,5,10
1630,1257,28,2024-07-01,21:54:00,9000,1,5,10
1631,1258,36,2024-07-01,21:55:00,11500,1,2,2
1632,1259,32,2024-07-01,22:06:00,10500,1,5,20
1633,1259,22,2024-07-01,22:06:00,10500,1,5,20
1634,1260,20,2024-07-01,22:53:00:24500,1,5,19
1635,1261,23,2024-07-01,23:16:00,9800,1,3,0
1636,1262,36,2024-07-01,23:16:00,11500,1,2,7
1636,1262,55,2024-07-01,23:16:00,6800,2,2,7
1637,1263,32,2024-07-01,23:18:00,10500,1,2,4
1638,1263,15,2024-07-01,23:18:00,10500,1,2,4
1639,1264,62,2024-07-01,23:56:00,2500,1,5,78
1640,1265,6,2024-07-01,00:03:00,10800,1,5,78
