id_venta,nro_transaccion,id_producto,fecha_venta,hora_venta,precio,cantidad,id_empleado,id_mesa
2066,1405,12,2024-07-11,19:09:00,8800,1,1,6
2067,1406,3,2024-07-11,19:31:00,8800,1,6,19
2068,1407,32,2024-07-11,19:38:00,10500,1,1,6
2069,1408,12,2024-07-11,20:24:00,8800,1,4,9
2070,1409,57,2024-07-11,20:25:00,8500,1,1,20
2071,1410,19,2024-07-11,20:38:00,6000,1,1,7
2072,1411,61,2024-07-11,20:56:00,2000,1,6,2
2073,1411,35,2024-07-11,20:56:00,8000,1,6,2
2074,1411,5,2024-07-11,20:56:00,11000,1,6,2
2075,1412,12,2024-07-11,21:04:00,8800,1,4,1
2076,1413,61,2024-07-11,21:25:00,2000,1,4,4
2077,1414,12,2024-07-11,21:40:00,8800,1,6,22
2078,1415,57,2024-07-11,21:44:00,8500,1,3,0
2079,1416,16,2024-07-11,21:52:00,8500,1,1,6
2080,1416,23,2024-07-11,21:52:00,9800,1,1,6
2081,1417,27,2024-07-11,21:54:00,7000,1,4,4
2082,1418,3,2024-07-11,21:59:00,8800,1,4,25
2083,1419,13,2024-07-11,22:02:00,2500,1,6,2
2084,1420,15,2024-07-11,22:38:00,10500,1,1,20
2085,1421,23,2024-07-11,22:43:00,9800,1,6,11
2086,1421,22,2024-07-11,22:43:00,10500,1,6,11
2087,1422,3,2024-07-11,22:55:00,8800,1,1,19
2088,1423,23,2024-07-11,22:56:00,9800,1,4,8
2089,1424,25,2024-07-11,00:20:00,16250,1,6,25
2090,1424,50,2024-07-11,00:20:00,13200,1,6,25
2091,1425,45,2024-07-11,00:21:00,7500,1,6,0
