id_venta,nro_transaccion,id_producto,fecha_venta,hora_venta,precio,cantidad,id_empleado,id_mesa
2034,1380,58,2024-07-09,20:01:00,21500,1,5,2
2035,1381,19,2024-07-09,20:06:00,6000,1,4,19
2036,1382,10,2024-07-09,20:21;00,8800,1,4,4
2037,1383,22,2024-07-09,20:40:00,10500,1,4,10
2038,1384,3,2024-07-09,20:44:00,8800,1,4,19
2039,1385,30,2024-07-09,20:47:00,7800,1,5,7
2040,1386,5,2024-07-09,20:55:00,11000,1,5,1
2041,1387,70,2024-07-09,21:38:00,6500,7,4,19
2042,1388,35,2024-07-09,21:42:00,8000,1,4,19
2043,1389,19,2024-07-09,22:09:00,6000,1,5,36
2044,1390,1,2024-07-09,22:13:00,6500,1,4,25
2045,1390,60,2024-07-09,22:13:00,7350,2,4,25
2046,1390,16,2024-07-09,22:13:00,8500,1,4,25
2047,1390,43,2024-07-09,22:13:00,7000,1,4,25
2048,1391,22,2024-07-09,22:29:00,10500,1,5,12
2049,1392,13,2024-07-09,23:48:00,2500,1,5,77
