id_venta,nro_transaccion,id_producto,fecha_venta,hora_venta,precio,cantidad,id_empleado,id_mesa
1698,1309,48,2024-07-04,21:12:00,6500,1,3,0
1699,1310,28,2024-07-04,21:19:00,9000,1,4,17
1700,1310,38,2024-07-04,21:19:00,8500,1,4,17
1701,1311,54,2024-07-04,21:31:00,1100,1,7,20
1702,1311,37,2024-07-04,21:31:00,6250,1,7,20
1703,1312,20,2024-07-04,21:47:00,24500,1,1,11
1704,1313,12,2024-07-04,21:49:00,8800,1,4,25
1705,1314,70,2024-07-04,21:55:00,6500,1,5,77
1706,1315,22,2024-07-04,21:58:00,10500,1,7,23
1707,1316,55,2024-07-04,22:02:00,6800,1,7,20
1708,1317,35,2024-07-04,22:14:00,8000,1,1,7
1709,1317,43,2024-07-04,22:14:00,7000,1,1,7
1710,1318,12,2024-07-04,22:24:00,8800,1,4,19
1711,1319,34,2024-07-04,22:40:00,9500,1,4,25
1712,1319,15,2024-07-04,22:40:00,10500,1,4,25
1713,1320,4,2024-07-04,23:22:00,10800,1,1,7
1714,1321,59,2024-07-04,23:58:00,6500,3,4,36
