id_venta,nro_transaccion,id_producto,fecha_venta,hora_venta,precio,cantidad,id_empleado,id_mesa
1877,1339,27,2024-07-08,20:04:00,7000,1,7,7
1878,1340,33,2024-07-08,20:48:00,8200,1,7,4
1879,1340,35,2024-07-08,20:48:00,8000,1,7,4
1880,1341,29,2024-07-08,20:56:00,9700,1,7,7
1881,1342,71,2024-07-08,21:06:00,6500,1,6,10
1882,1343,71,2024-07-08,21:10:00,6500,1,6,14
1883,1344,23,2024-07-08,21:16:00,9800,1,10,77
1884,1345,9,2024-07-08,21:33:00,6650,1,8,78
1885,1346,71,2024-07-08,21:48:00,6500,1,2,41
1886,1347,12,2024-07-08,21:57:00,8800,1,2,32
1887,1348,71,2024-07-08,21:58:00,6500,1,7,41
1888,1349,10,2024-07-08,22:05:00,8800,1,2,29
1889,1350,3,2024-07-08,22:09:00,8800,1,6,19
1990,1351,12,2024-07-08,22:11:00,8800,1,7,1
1991,1352,56,2024-07-08,22:12:00,7500,2,3,0
1992,1353,3,2024-07-08,22:14:00,8800,1,2,42
1993,1354,28,2024-07-08,22:16:00,9000,2,7,25
1994,1355,36,2024-07-08,22:17:00,11500,1,7,23
1995,1355,60,2024-07-08,22:17:00,7350,1,7,23
1996,1356,71,2024-07-08,22:30:00,6500,1,6,4
1997,1357,17,2024-07-08,22:36:00,7000,2,6,20
1998,1358,1,2024-07-08,22:36:00,6500,1,2,40
1999,1359,20,2024-07-08,22:38:00,24500,1,7,1
2000,1360,48,2024-07-08,22:41:00,6500,1,6,8
2001,1360,16,2024-07-08,22:41:00,8500,1,6,8
2002,1361,23,2024-07-08,22:46:00,9800,1,6,16
2003,1361,37,2024-07-08,22:46:00,6250,1,6,16
2004,1362,20,2024-07-08,22:49:00,24500,1,7,22
2005,1362,58,2024-07-08,22:49:00,21500,1,7,22
2006,1363,12,2024-07-08,22:51:00,8800,1,6,13
2007,1364,23,2024-07-08,22:55:00,9800,1,2,35
2008,1364,7,2024-07-08,22:55:00,19500,1,2,35
2009,1364,67,2024-07-08,22:55:00,24200,1,2,35
2010,1365,71,2024-07-08,22:57:00,6500,1,7,6
2011,1366,12,2024-07-08,22:57:00,8800,1,2,31
2012,1367,23,2024-07-08,23:03:00,9800,1,6,11
2013,1368,15,2024-07-08,23:04:00,10500,1,6,19
2014,1368,32,2024-07-08,23:04:00,10500,1,6,19
2015,1369,46,2024-07-08,23:05:00,5950,1,6,27
2016,1369,19,2024-07-08,23:05:00,6000,1,6,27
2017,1370,3,2024-07-08,23:05:00,8800,1,2,28
2018,1370,34,2024-07-08,23:05:00,9500,1,2,28
2019,1371,45,2024-07-08,23:07:00,7500,3,2,40
2020,1371,17,2024-07-08,23:07:00,7000,1,2,40
2021,1371,18,2024-07-08,23:07:00,6500,1,2,40
2022,1372,9,2024-07-08,23:14:00,6650,2,2,37
2023,1373,9,2024-07-08,23:15:00,6650,1,6,13
2024,1374,7,2024-07-08,23:16:00,19500,1,7,7
2025,1375,3,2024-07-08,23:50:00,8800,1,6,17
2026,1376,56,2024-07-08,23:56:00,7500,1,6,20
2027,1376,12,2024-07-08,23:56:00,8800,1,6,20
2028,1376,28,2024-07-08,23:56:00,9000,1,6,20
2029,1376,43,2024-07-08,23:56:00,7000,1,6,20
2030,1376,29,2024-07-08,23:56:00,9700,1,6,20
2031,1377,13,2024-07-08,00:25:00,2500,1,6,13
2032,1378,19,2024-07-08,00:37:00,6000,1,6,15
2033,1379,13,2024-07-08,00:56:00,2500,1,2,40
