id_venta,nro_transaccion,id_producto,fecha_venta,hora_venta,precio,cantidad,id_empleado,id_mesa
2050,1393,19,2024-07-10,21:06:00,6000,1,6,19
2051,1394,60,2024-07-10,21:22:00,7350,2,2,15
2052,1395,7,2024-07-10,21:35:00,19500,1,6,23
2053,1396,26,2024-07-10,21:38:00,8200,1,2,7
2054,1396,48,2024-07-10,21:38:00,6500,1,2,7
2055,1397,3,2024-07-10,21:53:00,8800,1,2,11
2056,1398,7,2024-07-10,22:18:00,19500,1,6,20
2057,1399,12,2024-07-10,22:28:00,8800,1,6,10
2058,1400,29,2024-07-10,22:28:00,9700,2,6,38
2059,1400,38,2024-07-10,22:28:00,8500,1,6,38
2060,1400,26,2024-07-10,22:28:00,8200,1,6,38
2061,1401,47,2024-07-10,22:37:00,24500,1,2,2
2062,1402,28,2024-07-10,23:14:00,9000,1,3,0
2063,1403,2,2024-07-10,00:02:00,6500,1,2,23
2064,1403,56,2024-07-10,00:02:00,7500,1,2,23
2065,1404,40,2024-07-10,00:10:00,1800,3,6,38
